ap     rec    prec   f-measure
0.7037 0.4097 0.9004 0.5632
0.7037 0.4100 0.9005 0.5635
0.7037 0.4104 0.9006 0.5638
0.7037 0.4107 0.9006 0.5641
0.7037 0.4110 0.9007 0.5645
0.7037 0.4113 0.9008 0.5648
0.7037 0.4113 0.9001 0.5647
0.7037 0.4113 0.8995 0.5645
0.7037 0.4117 0.8996 0.5648
0.7037 0.4120 0.8996 0.5652
0.7037 0.4123 0.8997 0.5655
0.7037 0.4126 0.8998 0.5658
0.7037 0.4130 0.8999 0.5661
0.7037 0.4133 0.8999 0.5665
0.7037 0.4136 0.9000 0.5668
0.7037 0.4140 0.9001 0.5671
0.7037 0.4143 0.9001 0.5674
0.7037 0.4146 0.9002 0.5677
0.7037 0.4149 0.9003 0.5680
0.7037 0.4153 0.9004 0.5684
0.7037 0.4156 0.9004 0.5687
0.7037 0.4159 0.9005 0.5690
0.7037 0.4162 0.9006 0.5693
0.7037 0.4166 0.9006 0.5696
0.7037 0.4169 0.9007 0.5700
0.7037 0.4172 0.9008 0.5703
0.7037 0.4175 0.9008 0.5706
0.7037 0.4179 0.9009 0.5709
0.7037 0.4182 0.9010 0.5712
0.7037 0.4185 0.9011 0.5716
0.7037 0.4188 0.9011 0.5719
0.7037 0.4192 0.9012 0.5722
0.7037 0.4195 0.9013 0.5725
0.7037 0.4195 0.9006 0.5724
0.7037 0.4198 0.9007 0.5727
0.7037 0.4201 0.9008 0.5730
0.7037 0.4205 0.9008 0.5733
0.7037 0.4205 0.9002 0.5732
0.7037 0.4208 0.9003 0.5735
0.7037 0.4211 0.9003 0.5738
0.7037 0.4214 0.9004 0.5742
0.7037 0.4218 0.9005 0.5745
0.7037 0.4221 0.9006 0.5748
0.7037 0.4224 0.9006 0.5751
0.7037 0.4224 0.9000 0.5750
0.7037 0.4228 0.9001 0.5753
0.7037 0.4228 0.8994 0.5752
0.7037 0.4228 0.8988 0.5750
0.7037 0.4231 0.8989 0.5754
0.7037 0.4231 0.8983 0.5752
0.7037 0.4234 0.8983 0.5755
0.7037 0.4234 0.8977 0.5754
0.7037 0.4237 0.8978 0.5757
0.7037 0.4241 0.8979 0.5760
0.7037 0.4244 0.8979 0.5764
0.7037 0.4247 0.8980 0.5767
0.7037 0.4250 0.8981 0.5770
0.7037 0.4254 0.8981 0.5773
0.7037 0.4257 0.8982 0.5776
0.7037 0.4260 0.8983 0.5779
0.7037 0.4260 0.8977 0.5778
0.7037 0.4260 0.8970 0.5777
0.7037 0.4260 0.8964 0.5776
0.7037 0.4260 0.8958 0.5774
0.7037 0.4260 0.8952 0.5773
0.7037 0.4263 0.8953 0.5776
0.7037 0.4263 0.8947 0.5775
0.7037 0.4267 0.8947 0.5778
0.7037 0.4270 0.8948 0.5781
0.7037 0.4273 0.8949 0.5784
0.7037 0.4276 0.8950 0.5787
0.7037 0.4280 0.8950 0.5791
0.7037 0.4280 0.8944 0.5789
0.7037 0.4283 0.8945 0.5792
0.7037 0.4286 0.8946 0.5796
0.7037 0.4289 0.8946 0.5799
0.7037 0.4289 0.8940 0.5797
0.7037 0.4293 0.8941 0.5800
0.7037 0.4296 0.8942 0.5804
0.7037 0.4299 0.8942 0.5807
0.7037 0.4302 0.8943 0.5810
0.7037 0.4306 0.8944 0.5813
0.7037 0.4309 0.8945 0.5816
0.7037 0.4312 0.8945 0.5819
0.7037 0.4316 0.8946 0.5822
0.7037 0.4319 0.8947 0.5825
0.7037 0.4322 0.8947 0.5829
0.7037 0.4325 0.8948 0.5832
0.7037 0.4329 0.8949 0.5835
0.7037 0.4332 0.8949 0.5838
0.7037 0.4335 0.8950 0.5841
0.7037 0.4338 0.8951 0.5844
0.7037 0.4342 0.8952 0.5847
0.7037 0.4345 0.8952 0.5850
0.7037 0.4348 0.8953 0.5853
0.7037 0.4348 0.8947 0.5852
0.7037 0.4351 0.8948 0.5855
0.7037 0.4355 0.8948 0.5858
0.7037 0.4358 0.8949 0.5861
0.7037 0.4361 0.8950 0.5865
0.7037 0.4364 0.8951 0.5868
0.7037 0.4368 0.8951 0.5871
0.7037 0.4368 0.8945 0.5869
0.7037 0.4368 0.8939 0.5868
0.7037 0.4371 0.8940 0.5871
0.7037 0.4374 0.8941 0.5874
0.7037 0.4377 0.8941 0.5877
0.7037 0.4381 0.8942 0.5881
0.7037 0.4384 0.8943 0.5884
0.7037 0.4384 0.8937 0.5882
0.7037 0.4387 0.8938 0.5885
0.7037 0.4390 0.8938 0.5889
0.7037 0.4394 0.8939 0.5892
0.7037 0.4397 0.8940 0.5895
0.7037 0.4400 0.8940 0.5898
0.7037 0.4404 0.8941 0.5901
0.7037 0.4407 0.8942 0.5904
0.7037 0.4410 0.8942 0.5907
0.7037 0.4413 0.8943 0.5910
0.7037 0.4417 0.8944 0.5913
0.7037 0.4420 0.8945 0.5916
0.7037 0.4423 0.8945 0.5919
0.7037 0.4426 0.8946 0.5922
0.7037 0.4430 0.8947 0.5925
0.7037 0.4433 0.8947 0.5929
0.7037 0.4436 0.8948 0.5932
0.7037 0.4439 0.8949 0.5935
0.7037 0.4443 0.8949 0.5938
0.7037 0.4446 0.8950 0.5941
0.7037 0.4449 0.8951 0.5944
0.7037 0.4452 0.8952 0.5947
0.7037 0.4456 0.8952 0.5950
0.7037 0.4459 0.8953 0.5953
0.7037 0.4462 0.8954 0.5956
0.7037 0.4465 0.8954 0.5959
0.7037 0.4469 0.8955 0.5962
0.7037 0.4472 0.8956 0.5965
0.7037 0.4475 0.8956 0.5968
0.7037 0.4478 0.8957 0.5971
0.7037 0.4482 0.8958 0.5974
0.7037 0.4485 0.8958 0.5977
0.7037 0.4488 0.8959 0.5980
0.7037 0.4492 0.8960 0.5983
0.7037 0.4495 0.8960 0.5987
0.7037 0.4498 0.8961 0.5990
0.7037 0.4501 0.8962 0.5993
0.7037 0.4505 0.8962 0.5996
0.7037 0.4508 0.8963 0.5999
0.7037 0.4508 0.8957 0.5997
0.7037 0.4511 0.8958 0.6000
0.7037 0.4511 0.8952 0.5999
0.7037 0.4514 0.8953 0.6002
0.7037 0.4518 0.8953 0.6005
0.7037 0.4521 0.8954 0.6008
0.7037 0.4524 0.8955 0.6011
0.7037 0.4527 0.8956 0.6014
0.7037 0.4531 0.8956 0.6017
0.7037 0.4534 0.8957 0.6020
0.7037 0.4537 0.8958 0.6023
0.7037 0.4540 0.8958 0.6026
0.7037 0.4544 0.8959 0.6029
0.7037 0.4547 0.8960 0.6032
0.7037 0.4550 0.8960 0.6035
0.7037 0.4553 0.8961 0.6038
0.7037 0.4557 0.8962 0.6041
0.7037 0.4560 0.8962 0.6045
0.7037 0.4560 0.8956 0.6043
0.7037 0.4560 0.8951 0.6042
0.7037 0.4560 0.8945 0.6041
0.7037 0.4560 0.8939 0.6039
0.7037 0.4563 0.8940 0.6042
0.7037 0.4566 0.8941 0.6045
0.7037 0.4570 0.8941 0.6048
0.7037 0.4573 0.8942 0.6051
0.7037 0.4576 0.8943 0.6054
0.7037 0.4580 0.8943 0.6057
0.7037 0.4583 0.8944 0.6060
0.7037 0.4586 0.8945 0.6063
0.7037 0.4589 0.8945 0.6066
0.7037 0.4589 0.8940 0.6065
0.7037 0.4589 0.8934 0.6064
0.7037 0.4593 0.8935 0.6067
0.7037 0.4596 0.8935 0.6070
0.7037 0.4599 0.8936 0.6073
0.7037 0.4602 0.8937 0.6076
0.7037 0.4602 0.8931 0.6074
0.7037 0.4606 0.8932 0.6077
0.7037 0.4609 0.8932 0.6080
0.7037 0.4612 0.8933 0.6083
0.7037 0.4615 0.8934 0.6086
0.7037 0.4619 0.8934 0.6089
0.7037 0.4622 0.8935 0.6092
0.7037 0.4625 0.8936 0.6095
0.7037 0.4628 0.8936 0.6098
0.7037 0.4632 0.8937 0.6101
0.7037 0.4632 0.8931 0.6100
0.7037 0.4635 0.8932 0.6103
0.7037 0.4638 0.8933 0.6106
0.7037 0.4641 0.8934 0.6109
0.7037 0.4645 0.8934 0.6112
0.7037 0.4648 0.8935 0.6115
0.7037 0.4651 0.8936 0.6118
0.7037 0.4654 0.8936 0.6121
0.7037 0.4658 0.8937 0.6124
0.7037 0.4661 0.8938 0.6127
0.7037 0.4661 0.8932 0.6126
0.7037 0.4664 0.8933 0.6128
0.7037 0.4664 0.8927 0.6127
0.7037 0.4668 0.8928 0.6130
0.7037 0.4671 0.8928 0.6133
0.7037 0.4674 0.8929 0.6136
0.7037 0.4677 0.8930 0.6139
0.7037 0.4681 0.8930 0.6142
0.7037 0.4684 0.8931 0.6145
0.7037 0.4684 0.8925 0.6144
0.7037 0.4687 0.8926 0.6147
0.7037 0.4690 0.8927 0.6150
0.7037 0.4694 0.8927 0.6153
0.7037 0.4694 0.8922 0.6151
0.7037 0.4697 0.8923 0.6154
0.7037 0.4700 0.8923 0.6157
0.7037 0.4703 0.8924 0.6160
0.7037 0.4707 0.8925 0.6163
0.7037 0.4710 0.8925 0.6166
0.7037 0.4713 0.8926 0.6169
0.7037 0.4713 0.8920 0.6168
0.7037 0.4716 0.8921 0.6171
0.7037 0.4720 0.8922 0.6174
0.7037 0.4723 0.8922 0.6176
0.7037 0.4726 0.8923 0.6179
0.7037 0.4729 0.8924 0.6182
0.7037 0.4733 0.8924 0.6185
0.7037 0.4736 0.8925 0.6188
0.7037 0.4739 0.8926 0.6191
0.7037 0.4743 0.8926 0.6194
0.7037 0.4746 0.8927 0.6197
0.7037 0.4749 0.8928 0.6200
0.7037 0.4752 0.8928 0.6203
0.7037 0.4756 0.8929 0.6206
0.7037 0.4759 0.8930 0.6209
0.7037 0.4762 0.8930 0.6212
0.7037 0.4765 0.8931 0.6215
0.7037 0.4769 0.8932 0.6218
0.7037 0.4772 0.8932 0.6221
0.7037 0.4775 0.8933 0.6223
0.7037 0.4778 0.8934 0.6226
0.7037 0.4782 0.8934 0.6229
0.7037 0.4785 0.8935 0.6232
0.7037 0.4788 0.8936 0.6235
0.7037 0.4791 0.8936 0.6238
0.7037 0.4795 0.8937 0.6241
0.7037 0.4795 0.8931 0.6240
0.7037 0.4798 0.8932 0.6243
0.7037 0.4801 0.8933 0.6245
0.7037 0.4804 0.8933 0.6248
0.7037 0.4808 0.8934 0.6251
0.7037 0.4811 0.8935 0.6254
0.7037 0.4814 0.8935 0.6257
0.7037 0.4817 0.8936 0.6260
0.7037 0.4821 0.8937 0.6263
0.7037 0.4824 0.8937 0.6266
0.7037 0.4827 0.8938 0.6269
0.7037 0.4831 0.8938 0.6272
0.7037 0.4834 0.8939 0.6275
0.7037 0.4837 0.8940 0.6277
0.7037 0.4840 0.8940 0.6280
0.7037 0.4844 0.8941 0.6283
0.7037 0.4847 0.8942 0.6286
0.7037 0.4850 0.8942 0.6289
0.7037 0.4853 0.8943 0.6292
0.7037 0.4857 0.8944 0.6295
0.7037 0.4857 0.8938 0.6294
0.7037 0.4860 0.8939 0.6296
0.7037 0.4860 0.8933 0.6295
0.7037 0.4860 0.8928 0.6294
0.7037 0.4860 0.8923 0.6292
0.7037 0.4863 0.8923 0.6295
0.7037 0.4866 0.8924 0.6298
0.7037 0.4870 0.8925 0.6301
0.7037 0.4873 0.8925 0.6304
0.7037 0.4876 0.8926 0.6307
0.7037 0.4879 0.8927 0.6310
0.7037 0.4883 0.8927 0.6313
0.7037 0.4886 0.8928 0.6316
0.7037 0.4889 0.8929 0.6318
0.7037 0.4889 0.8923 0.6317
0.7037 0.4892 0.8924 0.6320
0.7037 0.4896 0.8925 0.6323
0.7037 0.4899 0.8925 0.6326
0.7037 0.4902 0.8926 0.6329
0.7037 0.4905 0.8926 0.6332
0.7037 0.4909 0.8927 0.6334
0.7037 0.4912 0.8928 0.6337
0.7037 0.4915 0.8928 0.6340
0.7037 0.4919 0.8929 0.6343
0.7037 0.4922 0.8930 0.6346
0.7037 0.4925 0.8930 0.6349
0.7037 0.4928 0.8931 0.6352
0.7037 0.4932 0.8932 0.6354
0.7037 0.4935 0.8932 0.6357
0.7037 0.4938 0.8933 0.6360
0.7037 0.4941 0.8933 0.6363
0.7037 0.4945 0.8934 0.6366
0.7037 0.4948 0.8935 0.6369
0.7037 0.4951 0.8935 0.6372
0.7037 0.4951 0.8930 0.6370
0.7037 0.4954 0.8931 0.6373
0.7037 0.4958 0.8931 0.6376
0.7037 0.4961 0.8932 0.6379
0.7037 0.4964 0.8933 0.6382
0.7037 0.4967 0.8933 0.6385
0.7037 0.4971 0.8934 0.6387
0.7037 0.4974 0.8934 0.6390
0.7037 0.4974 0.8929 0.6389
0.7037 0.4977 0.8930 0.6392
0.7037 0.4980 0.8930 0.6395
0.7037 0.4980 0.8925 0.6393
0.7037 0.4984 0.8926 0.6396
0.7037 0.4987 0.8926 0.6399
0.7037 0.4990 0.8927 0.6402
0.7037 0.4993 0.8928 0.6405
0.7037 0.4997 0.8928 0.6408
0.7037 0.5000 0.8929 0.6410
0.7037 0.5003 0.8930 0.6413
0.7037 0.5007 0.8930 0.6416
0.7037 0.5007 0.8925 0.6415
0.7037 0.5010 0.8926 0.6418
0.7037 0.5013 0.8926 0.6420
0.7037 0.5016 0.8927 0.6423
0.7037 0.5020 0.8928 0.6426
0.7037 0.5023 0.8928 0.6429
0.7037 0.5026 0.8929 0.6432
0.7037 0.5029 0.8929 0.6435
0.7037 0.5033 0.8930 0.6437
0.7037 0.5036 0.8931 0.6440
0.7037 0.5039 0.8931 0.6443
0.7037 0.5042 0.8932 0.6446
0.7037 0.5046 0.8932 0.6449
0.7037 0.5049 0.8933 0.6451
0.7037 0.5052 0.8934 0.6454
0.7037 0.5055 0.8934 0.6457
0.7037 0.5059 0.8935 0.6460
0.7037 0.5062 0.8936 0.6463
0.7037 0.5065 0.8936 0.6466
0.7037 0.5068 0.8937 0.6468
0.7037 0.5072 0.8937 0.6471
0.7037 0.5075 0.8938 0.6474
0.7037 0.5078 0.8939 0.6477
0.7037 0.5081 0.8939 0.6480
0.7037 0.5081 0.8934 0.6478
0.7037 0.5085 0.8935 0.6481
0.7037 0.5088 0.8935 0.6484
0.7037 0.5091 0.8936 0.6487
0.7037 0.5091 0.8931 0.6485
0.7037 0.5095 0.8931 0.6488
0.7037 0.5098 0.8932 0.6491
0.7037 0.5101 0.8933 0.6494
0.7037 0.5104 0.8933 0.6497
0.7037 0.5108 0.8934 0.6499
0.7037 0.5111 0.8934 0.6502
0.7037 0.5114 0.8935 0.6505
0.7037 0.5114 0.8930 0.6504
0.7037 0.5117 0.8931 0.6506
0.7037 0.5121 0.8931 0.6509
0.7037 0.5124 0.8932 0.6512
0.7037 0.5127 0.8932 0.6515
0.7037 0.5130 0.8933 0.6518
0.7037 0.5134 0.8934 0.6520
0.7037 0.5137 0.8934 0.6523
0.7037 0.5140 0.8935 0.6526
0.7037 0.5143 0.8935 0.6529
0.7037 0.5147 0.8936 0.6532
0.7037 0.5150 0.8937 0.6534
0.7037 0.5153 0.8937 0.6537
0.7037 0.5156 0.8938 0.6540
0.7037 0.5160 0.8938 0.6543
0.7037 0.5163 0.8939 0.6545
0.7037 0.5166 0.8940 0.6548
0.7037 0.5169 0.8940 0.6551
0.7037 0.5173 0.8941 0.6554
0.7037 0.5176 0.8941 0.6557
0.7037 0.5179 0.8942 0.6559
0.7037 0.5183 0.8943 0.6562
0.7037 0.5186 0.8943 0.6565
0.7037 0.5186 0.8938 0.6564
0.7037 0.5189 0.8939 0.6566
0.7037 0.5192 0.8939 0.6569
0.7037 0.5196 0.8940 0.6572
0.7037 0.5199 0.8941 0.6575
0.7037 0.5202 0.8941 0.6577
0.7037 0.5205 0.8942 0.6580
0.7037 0.5205 0.8937 0.6579
0.7037 0.5209 0.8937 0.6582
0.7037 0.5212 0.8938 0.6584
0.7037 0.5215 0.8939 0.6587
0.7037 0.5218 0.8939 0.6590
0.7037 0.5222 0.8940 0.6593
0.7037 0.5225 0.8940 0.6595
0.7037 0.5228 0.8941 0.6598
0.7037 0.5231 0.8942 0.6601
0.7037 0.5235 0.8942 0.6604
0.7037 0.5238 0.8943 0.6606
0.7037 0.5241 0.8943 0.6609
0.7037 0.5244 0.8944 0.6612
0.7037 0.5248 0.8944 0.6615
0.7037 0.5251 0.8945 0.6617
0.7037 0.5254 0.8946 0.6620
0.7037 0.5257 0.8946 0.6623
0.7037 0.5261 0.8947 0.6626
0.7037 0.5264 0.8947 0.6628
0.7037 0.5267 0.8948 0.6631
0.7037 0.5271 0.8949 0.6634
0.7037 0.5274 0.8949 0.6637
0.7037 0.5277 0.8950 0.6639
0.7037 0.5280 0.8950 0.6642
0.7037 0.5284 0.8951 0.6645
0.7037 0.5287 0.8951 0.6648
0.7037 0.5287 0.8946 0.6646
0.7037 0.5290 0.8947 0.6649
0.7037 0.5293 0.8948 0.6652
0.7037 0.5293 0.8943 0.6650
0.7037 0.5297 0.8943 0.6653
0.7037 0.5300 0.8944 0.6656
0.7037 0.5303 0.8944 0.6658
0.7037 0.5303 0.8940 0.6657
0.7037 0.5306 0.8940 0.6660
0.7037 0.5306 0.8935 0.6658
0.7037 0.5310 0.8936 0.6661
0.7037 0.5313 0.8936 0.6664
0.7037 0.5316 0.8937 0.6667
0.7037 0.5319 0.8938 0.6669
0.7037 0.5323 0.8938 0.6672
0.7037 0.5326 0.8939 0.6675
0.7037 0.5329 0.8939 0.6678
0.7037 0.5329 0.8934 0.6676
0.7037 0.5329 0.8930 0.6675
0.7037 0.5332 0.8930 0.6678
0.7037 0.5336 0.8931 0.6680
0.7037 0.5339 0.8931 0.6683
0.7037 0.5342 0.8932 0.6686
0.7037 0.5346 0.8932 0.6688
0.7037 0.5349 0.8933 0.6691
0.7037 0.5349 0.8928 0.6690
0.7037 0.5352 0.8929 0.6692
0.7037 0.5355 0.8929 0.6695
0.7037 0.5359 0.8930 0.6698
0.7037 0.5362 0.8931 0.6701
0.7037 0.5365 0.8931 0.6703
0.7037 0.5368 0.8932 0.6706
0.7037 0.5368 0.8927 0.6705
0.7037 0.5368 0.8922 0.6703
0.7037 0.5372 0.8923 0.6706
0.7037 0.5375 0.8923 0.6709
0.7037 0.5378 0.8924 0.6711
0.7037 0.5381 0.8924 0.6714
0.7037 0.5385 0.8925 0.6717
0.7037 0.5388 0.8925 0.6720
0.7037 0.5391 0.8926 0.6722
0.7037 0.5394 0.8927 0.6725
0.7037 0.5398 0.8927 0.6728
0.7037 0.5401 0.8928 0.6730
0.7037 0.5404 0.8928 0.6733
0.7037 0.5407 0.8929 0.6736
0.7037 0.5411 0.8930 0.6738
0.7037 0.5414 0.8930 0.6741
0.7037 0.5417 0.8931 0.6744
0.7037 0.5420 0.8931 0.6746
0.7037 0.5424 0.8932 0.6749
0.7037 0.5427 0.8932 0.6752
0.7037 0.5430 0.8933 0.6755
0.7037 0.5434 0.8934 0.6757
0.7037 0.5437 0.8934 0.6760
0.7037 0.5440 0.8935 0.6763
0.7037 0.5443 0.8935 0.6765
0.7037 0.5447 0.8936 0.6768
0.7037 0.5450 0.8936 0.6771
0.7037 0.5453 0.8937 0.6773
0.7037 0.5456 0.8938 0.6776
0.7037 0.5460 0.8938 0.6779
0.7037 0.5463 0.8939 0.6781
0.7037 0.5466 0.8939 0.6784
0.7037 0.5469 0.8940 0.6787
0.7037 0.5473 0.8940 0.6789
0.7037 0.5476 0.8941 0.6792
0.7037 0.5479 0.8941 0.6795
0.7037 0.5482 0.8942 0.6797
0.7037 0.5486 0.8943 0.6800
0.7037 0.5489 0.8943 0.6803
0.7037 0.5492 0.8944 0.6805
0.7037 0.5495 0.8944 0.6808
0.7037 0.5499 0.8945 0.6811
0.7037 0.5502 0.8945 0.6813
0.7037 0.5505 0.8946 0.6816
0.7037 0.5508 0.8947 0.6819
0.7037 0.5512 0.8947 0.6821
0.7037 0.5515 0.8948 0.6824
0.7037 0.5518 0.8948 0.6827
0.7037 0.5522 0.8949 0.6829
0.7037 0.5525 0.8949 0.6832
0.7037 0.5528 0.8950 0.6835
0.7037 0.5528 0.8945 0.6833
0.7037 0.5531 0.8946 0.6836
0.7037 0.5535 0.8946 0.6839
0.7037 0.5538 0.8947 0.6841
0.7037 0.5541 0.8947 0.6844
0.7037 0.5544 0.8948 0.6846
0.7037 0.5548 0.8948 0.6849
0.7037 0.5551 0.8949 0.6852
0.7037 0.5554 0.8950 0.6854
0.7037 0.5557 0.8950 0.6857
0.7037 0.5561 0.8951 0.6860
0.7037 0.5564 0.8951 0.6862
0.7037 0.5567 0.8952 0.6865
0.7037 0.5570 0.8952 0.6868
0.7037 0.5574 0.8953 0.6870
0.7037 0.5574 0.8948 0.6869
0.7037 0.5577 0.8949 0.6871
0.7037 0.5580 0.8949 0.6874
0.7037 0.5583 0.8950 0.6877
0.7037 0.5587 0.8950 0.6879
0.7037 0.5590 0.8951 0.6882
0.7037 0.5590 0.8946 0.6881
0.7037 0.5593 0.8947 0.6883
0.7037 0.5596 0.8947 0.6886
0.7037 0.5600 0.8948 0.6889
0.7037 0.5600 0.8943 0.6887
0.7037 0.5603 0.8944 0.6890
0.7037 0.5603 0.8939 0.6888
0.7037 0.5606 0.8940 0.6891
0.7037 0.5606 0.8935 0.6890
0.7037 0.5610 0.8936 0.6892
0.7037 0.5613 0.8936 0.6895
0.7037 0.5616 0.8937 0.6898
0.7037 0.5619 0.8937 0.6900
0.7037 0.5623 0.8938 0.6903
0.7037 0.5626 0.8938 0.6905
0.7037 0.5629 0.8939 0.6908
0.7037 0.5632 0.8939 0.6911
0.7037 0.5636 0.8940 0.6913
0.7037 0.5639 0.8941 0.6916
0.7037 0.5642 0.8941 0.6918
0.7037 0.5645 0.8942 0.6921
0.7037 0.5649 0.8942 0.6924
0.7037 0.5652 0.8943 0.6926
0.7037 0.5655 0.8943 0.6929
0.7037 0.5658 0.8944 0.6932
0.7037 0.5662 0.8944 0.6934
0.7037 0.5665 0.8945 0.6937
0.7037 0.5668 0.8945 0.6939
0.7037 0.5671 0.8946 0.6942
0.7037 0.5675 0.8947 0.6945
0.7037 0.5678 0.8947 0.6947
0.7037 0.5681 0.8948 0.6950
0.7037 0.5684 0.8948 0.6952
0.7037 0.5688 0.8949 0.6955
0.7037 0.5691 0.8949 0.6958
0.7037 0.5694 0.8950 0.6960
0.7037 0.5698 0.8950 0.6963
0.7037 0.5701 0.8951 0.6965
0.7037 0.5704 0.8951 0.6968
0.7037 0.5707 0.8952 0.6971
0.7037 0.5711 0.8952 0.6973
0.7037 0.5714 0.8953 0.6976
0.7037 0.5717 0.8954 0.6978
0.7037 0.5717 0.8949 0.6977
0.7037 0.5720 0.8950 0.6980
0.7037 0.5724 0.8950 0.6982
0.7037 0.5727 0.8951 0.6985
0.7037 0.5730 0.8951 0.6987
0.7037 0.5733 0.8952 0.6990
0.7037 0.5737 0.8952 0.6992
0.7037 0.5740 0.8953 0.6995
0.7037 0.5743 0.8953 0.6998
0.7037 0.5746 0.8954 0.7000
0.7037 0.5750 0.8954 0.7003
0.7037 0.5753 0.8955 0.7005
0.7037 0.5756 0.8955 0.7008
0.7037 0.5759 0.8956 0.7011
0.7037 0.5763 0.8956 0.7013
0.7037 0.5766 0.8957 0.7016
0.7037 0.5769 0.8957 0.7018
0.7037 0.5769 0.8953 0.7017
0.7037 0.5772 0.8953 0.7019
0.7037 0.5776 0.8954 0.7022
0.7037 0.5779 0.8955 0.7025
0.7037 0.5782 0.8955 0.7027
0.7037 0.5786 0.8956 0.7030
0.7037 0.5789 0.8956 0.7032
0.7037 0.5792 0.8957 0.7035
0.7037 0.5795 0.8957 0.7037
0.7037 0.5799 0.8958 0.7040
0.7037 0.5802 0.8958 0.7043
0.7037 0.5805 0.8959 0.7045
0.7037 0.5808 0.8959 0.7048
0.7037 0.5812 0.8960 0.7050
0.7037 0.5812 0.8955 0.7049
0.7037 0.5815 0.8956 0.7051
0.7037 0.5818 0.8956 0.7054
0.7037 0.5821 0.8957 0.7056
0.7037 0.5825 0.8957 0.7059
0.7037 0.5828 0.8958 0.7062
0.7037 0.5831 0.8958 0.7064
0.7037 0.5834 0.8959 0.7067
0.7037 0.5838 0.8959 0.7069
0.7037 0.5841 0.8960 0.7072
0.7037 0.5844 0.8961 0.7074
0.7037 0.5847 0.8961 0.7077
0.7037 0.5851 0.8962 0.7079
0.7037 0.5854 0.8962 0.7082
0.7037 0.5857 0.8963 0.7085
0.7037 0.5860 0.8963 0.7087
0.7037 0.5864 0.8964 0.7090
0.7037 0.5867 0.8964 0.7092
0.7037 0.5870 0.8965 0.7095
0.7037 0.5874 0.8965 0.7097
0.7037 0.5877 0.8966 0.7100
0.7037 0.5880 0.8966 0.7102
0.7037 0.5883 0.8967 0.7105
0.7037 0.5887 0.8967 0.7107
0.7037 0.5890 0.8968 0.7110
0.7037 0.5893 0.8968 0.7113
0.7037 0.5893 0.8964 0.7111
0.7037 0.5893 0.8959 0.7110
0.7037 0.5896 0.8960 0.7112
0.7037 0.5900 0.8960 0.7115
0.7037 0.5903 0.8961 0.7117
0.7037 0.5906 0.8961 0.7120
0.7037 0.5909 0.8962 0.7122
0.7037 0.5909 0.8958 0.7121
0.7037 0.5909 0.8953 0.7120
0.7037 0.5913 0.8954 0.7122
0.7037 0.5916 0.8954 0.7125
0.7037 0.5919 0.8955 0.7127
0.7037 0.5919 0.8950 0.7126
0.7037 0.5922 0.8951 0.7128
0.7037 0.5922 0.8946 0.7127
0.7037 0.5922 0.8942 0.7125
0.7037 0.5922 0.8938 0.7124
0.7037 0.5926 0.8938 0.7127
0.7037 0.5929 0.8939 0.7129
0.7037 0.5932 0.8939 0.7132
0.7037 0.5935 0.8940 0.7134
0.7037 0.5939 0.8940 0.7137
0.7037 0.5942 0.8941 0.7139
0.7037 0.5945 0.8941 0.7142
0.7037 0.5949 0.8942 0.7144
0.7037 0.5952 0.8942 0.7147
0.7037 0.5955 0.8943 0.7149
0.7037 0.5958 0.8943 0.7152
0.7037 0.5962 0.8944 0.7154
0.7037 0.5962 0.8939 0.7153
0.7037 0.5965 0.8940 0.7155
0.7037 0.5968 0.8940 0.7158
0.7037 0.5971 0.8941 0.7160
0.7037 0.5975 0.8941 0.7163
0.7037 0.5978 0.8942 0.7165
0.7037 0.5981 0.8942 0.7168
0.7037 0.5981 0.8938 0.7167
0.7037 0.5984 0.8939 0.7169
0.7037 0.5988 0.8939 0.7172
0.7037 0.5991 0.8940 0.7174
0.7037 0.5994 0.8940 0.7177
0.7037 0.5994 0.8936 0.7175
0.7037 0.5994 0.8932 0.7174
0.7037 0.5994 0.8927 0.7172
0.7037 0.5997 0.8928 0.7175
0.7037 0.6001 0.8928 0.7177
0.7037 0.6004 0.8929 0.7180
0.7037 0.6004 0.8924 0.7178
0.7037 0.6007 0.8925 0.7181
0.7037 0.6010 0.8925 0.7183
0.7037 0.6014 0.8926 0.7186
0.7037 0.6017 0.8926 0.7188
0.7037 0.6020 0.8927 0.7191
0.7037 0.6023 0.8928 0.7193
0.7037 0.6027 0.8928 0.7196
0.7037 0.6030 0.8929 0.7198
0.7037 0.6033 0.8929 0.7201
0.7037 0.6033 0.8925 0.7200
0.7037 0.6033 0.8920 0.7198
0.7037 0.6037 0.8921 0.7201
0.7037 0.6037 0.8917 0.7199
0.7037 0.6040 0.8917 0.7202
0.7037 0.6040 0.8913 0.7200
0.7037 0.6040 0.8909 0.7199
0.7037 0.6043 0.8909 0.7201
0.7037 0.6046 0.8910 0.7204
0.7037 0.6050 0.8910 0.7206
0.7037 0.6053 0.8911 0.7209
0.7037 0.6056 0.8911 0.7211
0.7037 0.6059 0.8912 0.7214
0.7037 0.6063 0.8912 0.7216
0.7037 0.6066 0.8913 0.7219
0.7037 0.6069 0.8913 0.7221
0.7037 0.6072 0.8914 0.7224
0.7037 0.6072 0.8910 0.7222
0.7037 0.6076 0.8910 0.7225
0.7037 0.6079 0.8911 0.7227
0.7037 0.6079 0.8906 0.7226
